,winner,white_rating,black_rating,moves
306,black,2295,2127,e4 c6 d4 d5 Nd2 dxe4 Nxe4 Bf5 Nc5 e5 Nxb7 Qb6 Nc5 exd4 Nb3 c5 Bd3 Bxd3 cxd3 Nf6 Nf3 Be7 O-O O-O Re1 Nc6 Nbd2 Nd5 Nc4 Qc7 Bg5 Bxg5 Nxg5 h6 Ne4 Nce7 Rc1 f5 Ng3 f4 Ne4 f3 g3 Qd7 Ned2 Qh3 Nxf3 Nf4 gxf4 Rxf4 Nce5 Ng6 Qb3+ Kh7 Re4 Raf8 Nxg6 Rg4+ Rxg4 Qxg4+ Kf1 Qh3+ Kg1 Qg4+ Kf1 Qh3+ Ke1 Rxf3 Ne7 Rf8 Rxc5 Qxh2 Qe6 Qxf2+ Kd1 Qf1+ Kc2 Rf2+ Kb3 Qxd3+ Ka4 Qd1+ Qb3 Qxb3+ Kxb3 d3 Rd5 g5 Rxd3 g4 Kc3 h5 b4 h4 Nd5 h3 Ne3 g3 Rd4 h2 Rh4+ Kg6 a4 Rf3 Kd2 Rxe3 Kxe3 g2 Rg4+ Kh5 Rxg2 h1=Q Rg7 Qe1+ Kd3 Qd1+ Kc4 Qxa4 Rg3 a5 Rb3 Qc6+ Kd3 Qd5+ Kc3 a4 Ra3 Qf3+ Kb2 Qe2+ Kc3 Qe3+ Kb2 Qd2+ Kb1 Qxb4+ Ka2 Kg4 Rd3
307,white,2127,2295,e4 d6 d4 Nf6 Nc3 g6 f4 Bg7 Nf3 O-O Bd3 c6 O-O Qb6 Kh1 d5 e5 Nfd7 a4 e6 b3 c5 Ba3 a6 a5 Qxa5 Na4 b5 Nxc5 b4 Qd2 Nc6 Bb2 Qb6 Na4 Qc7 g4 a5 Nh4 Nb6 Bc1 Nxa4 Rxa4 Ba6 f5 Bxd3 Qxd3 Rac8 Rf2 Qb6 Be3 Rc7 Ra1 Rfc8 Raf1 Nd8 fxg6 fxg6 Nxg6 hxg6 Qxg6 Nb7 Rf7
308,white,2292,1794,e4 e5 Nf3 Nc6 Bb5 Nf6 d3 Bc5 O-O O-O Bxc6 dxc6 Nxe5 Qd6 Nf3 Rd8 e5 Bxf2+ Rxf2
309,black,1575,2291,d4 d5 c4 c6 Nf3 Nf6 Nc3 a6 Bg5 e6 e4 dxe4 Nxe4 Bb4+ Nfd2 Qxd4 Bxf6 Qxe4+ Be2 Bxd2+ Qxd2 gxf6 O-O Rg8 f3 Qg6 Rf2 Qg5 f4 Qc5 b4 Qe7 b5 Bd7 Rd1 cxb5 Rf3 bxc4 Bxc4 Qc5+ Qd4 Qxd4+ Rxd4 Bc6 Rfd3 Rxg2+ Kf1 Nd7 f5 Ne5 Rh3 Nxc4 Rxc4 O-O-O Rxc6+ bxc6 Kxg2 Rd2+ Kg3 Rd3+ Kg4 Rxh3 Kxh3 c5 Kg2 exf5 Kf2 c4 Ke2 f4 Kd2 f3 Ke3 c3 Kxf3 c2
310,white,2291,1576,e4 e5 Nf3 Nc6 Bb5 a6 Ba4 Nf6 d3 Bc5 O-O O-O Bxc6 dxc6 Nxe5 Bg4 Nxg4 Nxg4 Qxg4 Qd4 c3 Qe5 d4 Bxd4 cxd4 Qxd4 Nc3 Rae8 Be3 Qe5 Rad1 b5 Bd4 Qe6 Qxg7#
311,black,1894,2133,d4 e6 e4 d5 e5 c5 c3 Nc6 Nf3 Qb6 Be2 Bd7 O-O Nh6 Bxh6 gxh6 b3 Be7 Qd2 O-O-O c4 Rdg8 Nc3 dxc4 Na4 Qc7 Rfc1 Bg5 Nxg5 Rxg5 Rxc4 Rhg8 g3 cxd4 Rxd4 Nxd4 Qxd4 Bxa4 bxa4 Kb8 Rb1 Qxe5 Qd7 Qc7 Qb5 Rxb5
312,black,2135,2118,e4 e6 Nf3 b6 Nc3 Ba6 Bxa6 Nxa6 d3 c5 Bf4 Nf6 h3 d5 e5 Nh5 Bd2 g6 O-O Nc7 Ne2 Ng7 Ng3 h5 h4 Nf5 Nxf5 gxf5 Bg5 Be7 Qd2 d4 g3 Rg8 Kh2 Nd5 Bxe7 Qxe7 Ng5 Rg6 Rfe1 Kd7 c3 f6 exf6 Rxf6 Re5 f4 Rae1 fxg3+ fxg3 Raf8 Rxd5+ Kc6 Ne4 Kxd5 Nxf6+ Qxf6 Qg2+ Qf3 c4+ Kd6 Rf1 Qxf1
313,black,2021,2107,e4 e6 Nf3 d5 Nc3 Bb4 exd5 Bxc3 dxc3 exd5 Bd3 Nf6 O-O O-O Bg5 Bg4 h3 Bh5 g4 Bg6 Re1 c6 Ne5 Nbd7 Nxg6 fxg6 Qd2 Qb6 b3 Rae8 c4 Ne5 Bxf6 Rxf6 cxd5 Nf3+
314,white,2110,2095,e4 e6 Nf3 d5 exd5 exd5 d4 Nf6 Bg5 Be7 Bd3 O-O O-O Bg4 h3 Bxf3 Qxf3 Nbd7 Re1 c6 Bf5 Re8 Nd2 Qb6 Nb3 c5 Bxd7 Nxd7 Rxe7 Rxe7 Bxe7 c4 Nc5 Nxc5 Bxc5 Qxb2 Re1 Qxc2 Qxd5 h6 Qxb7 Rd8 Qc7 Ra8 Qc6 Rd8 Re8+ Rxe8 Qxe8+ Kh7 Qe3 c3 Kh2 Qb2 d5 c2 Ba3 Qxa2 Qd3+ Kg8 Bc1 Qb1 Qd2 a5 d6 a4 d7 Qb8+ Qf4 Qd8 Qd2 Qb8+ g3 Qd8 Ba3 f6 Qd6 Kh7 Qc6 Kh8 Qc8
315,white,2262,2104,d4 e6 Bf4 f5 Nf3 Nf6 e3 d5 Bd3 Be7 O-O O-O Ne5 Ne4 h3 g5 Bh2 Qe8 f3 Nd6 Nd2 Qh5 e4 c6 c4 Kh8 Rc1 dxc4 Ndxc4 f4 Nxd6 Bxd6 Ng4 Nd7 e5 Bc7 Qe2 Bb6 Qe4 c5 Kh1 cxd4 Bg1 Nc5 Rxc5 Bxc5 Nf6 Qh6 Nxh7 Rf7 Nf6 Rb8 Bxd4 Bxd4 Qxd4 b6 Ne4 Rd7 Nd6 Bb7 Bb5 Rh7 Kh2 g4 fxg4 Qh4 Qxf4 Bxg2 Kxg2 Qxh3+ Kf2 Kg8 Bc4 Rf8 Bxe6+ Kg7 Nf5+ Kh8 Qg3 Qh2+ Qxh2 Rxh2+ Kg3 Rh7 Rf2 Re8 Nd4 Rc7 Rh2+ Kg7 Nf5+ Kg6 Rh6+ Kg5 Rh5+ Kg6 Kh4 Rxe6 Rh6+ Kf7 Rh7+ Kg6 Rxc7 Rxe5 Rxa7 Rb5 b3 Rb4 Rg7+ Kf6 Rh7 Kg6 Rh6+ Kf7 Kg5 Rb5 Rh7+ Kg8 Rg7+ Kf8 Kg6 Ra5 g5 b5 Rb7 Ra6+ Kh5 Rxa2 Rxb5 Rh2+ Kg6 Rb2 Kf6 Kg8 g6 Rf2 Rb8#
316,white,2203,2061,e4 e6 d4 d5 Nc3 Bb4 e5 c5 a3 cxd4 Qxd4 Nc6 Bb5 Bxc3+ Qxc3 Ne7 f4 O-O Nf3 Nf5 Bxc6 bxc6 Qxc6 Bd7 Qc3 Bb5 Bd2 Rc8 Qb3 Bc4 Qa4 Qb6 b3 Bb5 Qa5 Qc5 c3 Ne3 Nd4 Nxg2+ Kf2 Nxf4 Bxf4 f6 Qxb5 Qxc3 Ne2 Qh3 exf6 Rxf6 Ke1 Qg2 Rg1 Qe4 Bd2 Rcf8 Bc3 e5 Rd1 d4 Qc4+ Kh8 Bb4 Rg8 Qd3 Qh4+ Qg3 Qh6 Bd2 Qh5 Bg5 Rg6 Qxe5 h6 Bf4 Rxg1+ Nxg1 Qg6 Kf2 Re8 Qxd4 Qh5 Nf3 Rf8 Rg1 Rf7 Rg3 Kh7 Qe4+ Rf5 Ke3 Qf7 Nd4 g6 Nxf5 gxf5 Qc4 Qe7+ Kf2 Qb7 Qg8#
317,black,2073,2195,e4 e6 Nf3 c5 b4 cxb4 a3 bxa3 Bxa3 Bxa3 Nxa3 Ne7 c3 O-O d4 d5 e5 Nbc6 Bd3 b6 Ng5 h6 Qh5 Ng6 Nxf7 Rxf7 Qxg6 Qg5 Qh7+ Kf8 O-O Bb7 Bg6 Rf4 Qh8+ Ke7 Qxg7+ Kd8 Nb5 Ne7 Nd6 Bc6 Nf7+ Rxf7 Qxf7 Kd7 Bd3 a5 f4 Qg4 f5 Rg8 Qxe6+ Kd8 Qd6+ Ke8 g3 Qh3 f6 Rxg3+ Kf2 Rg2+ Ke1 Qe3+ Kd1 Qd2#
318,black,2077,2443,e4 c5 b4 cxb4 a3 d5 exd5 Qxd5 Nf3 Nc6 axb4 Nxb4 Na3 Bg4 Be2 Nf6 Nb5 Qc5 c3 Nbd5 Ba3 Qc8 Qa4 Bd7 Ne5 Nb6 Nxd7 Nxa4 Nxf6+ gxf6 Nd4 a6 Bg4 Qc7 Bb4 Nc5 O-O e6 Nb5 Qd7 Nd4 Be7 Bf3 O-O Ra5 Nd3 Bxe7 Qxe7 Rb1 Rab8 Rh5 Ne5 Bd1 f5 Rb4 Ng6 Bc2 Rfd8 g4 Qxb4 cxb4 Rxd4 gxf5 exf5 Rxf5 Rxd2 Bb3 Rf8 b5 Rb2 Bc4 axb5 Bxb5 Kg7 Bd3 Rd8 Be4 Rd4 Bf3 b5 Bc6 b4 Be8 Rf4
319,white,2440,2081,Nf3 e6 c4 f5 g3 Nf6 Bg2 d6 d4 Be7 O-O O-O Nc3 Qe8 Re1 Qh5 e4 Ng4 h3 Nf6 exf5 d5 g4 Nxg4 hxg4 Qxg4 cxd5 Bh4 Nxh4 Qxh4 Re4 Qf6 dxe6 Qxf5 Rf4 Qxe6 Rxf8+ Kxf8 Qf3+ Kg8 Qd5 Qxd5
320,black,2085,2436,e4 c5 b4 cxb4 a3 d5 exd5 Qxd5 Nf3 Nc6 axb4 Nxb4 Na3 Bg4 Nb5 Qc6 Ba3 Nxc2+ Ke2 Qxb5+ d3 Nxa1 Qxa1 Nf6 h3 Bxf3+ gxf3 e6
321,white,2432,2090,Nf3 e6 c4 f5 g3 Nf6 Bg2 c6 O-O d5 d3 Bd6 Nbd2 O-O e4 Nbd7 Re1 f4 e5 Nxe5 Nxe5 fxg3 hxg3 Bxe5 Rxe5 Qd6 d4 Rb8 c5 Qc7 Nf1 Bd7 Bf4 Qa5 Qe1 Rbe8 Qxa5
322,white,2351,2097,Nf3 e6 g3 f5 Bg2 Nf6 O-O d5 d3 Bd6 b3 O-O Bb2 Nbd7 Nd4 Qe8 Nd2 c5 Nb5 Bb8 c4 a6 Na3 d4 Nc2 Qh5 b4 Ng4 h3 Nxf2 Rxf2 Bxg3 Rf3 f4 bxc5 Ne5 Rf1 Rf6 Bxd4 Rg6 Bxe5 Qxe5 Ne4 Qh5 e3 e5 Qxh5
323,black,2104,2340,e4 d6 d4 Nf6 Bd3 g6 f4 Bg7 Nf3 O-O O-O c6 h3 Nfd7 c3 b5 a3 e5 f5 Qb6 Be3 gxf5 exf5 d5 Bc2 e4 Ng5 Nf6 h4 Na6 Nh3 Nc7 Nf4 Bxf5 Nxd5 Ncxd5 Bg5 Bg4 Qe1 Rae8 Qg3 h5 Nd2 Qb8 Qe1 e3 Nf3 Ne4 Ne5 Bxe5 dxe5 Qxe5 Bh6 f5 Bxf8 Rxf8 Bb3 Nd2 Bxd5+ cxd5
324,black,2123,2116,e4 d5 exd5 Qxd5 Nc3 Qa5 b4 Qxb4 Rb1 Qh4 Nf3 Qh5 Rb5 c5 Ba3 e6 Be2 Bd7 Rxb7 Bc6 Bb5 Bxb5 Nxb5 Na6 Qb1 Qd5 Nc7+ Nxc7 Rxc7 Qe4+ Kf1 Qc4+ d3 Qa6 g3 Bd6 Rb7 Qxa3 Qb5+ Kf8 Qd7 Be7 Ne5 Qxa2 Nc6 Qd5 Qc7 Qxh1+ Ke2 Re8 Ne5 Nf6 Nc6 Nd5 Qe5 Qc1 Rxe7 Qxc2+ Kf1 Qxd3+ Kg2 Nxe7 Kh3 Nxc6 Qxc5+ Kg8 Qxc6 Qf5+ Kg2 Qd5+ Qxd5 exd5
325,white,2105,2145,e4 e6 Nf3 d5 exd5 exd5 d4 Nf6 Bg5 Be7 Qd3 O-O Nc3 c6 O-O-O Bg4 h3 Bh5 g4 Bg6 Qd2 Be4 Nxe4 Nxe4 Bxe7 Qxe7 Qd3 Nxf2 Qf5 Nxh1 Bd3 Nf2 Qxh7#
326,white,2125,2115,e4 d5 exd5 Qxd5 Nc3 Qa5 b4 Qe5+ Be2 Bg4 d4 Bxe2 Ngxe2 Qh5 O-O e6 b5 Bd6 h3 Nf6 Qd3 O-O Nf4 Bxf4 Bxf4 c6 Be5 Nd5 Ne4 Nd7 Bd6 Rfe8 c4 N5f6 Ng3 Qg6 Qe3 cxb5 cxb5 Nd5 Qf3 Rac8 a4 Rc3 Qe2 Rec8 Kh1 Qd3 Qg4 N7f6 Qh4 Qg6 Be5 Nd7 Ne4 Rc2 Bd6 Re2 Ng3 Rd2 Ra3 Rd3 Rfa1 Rxa3 Rxa3 Rc1+ Kh2 N7f6 Rf3 Rc4 Be5 Rxa4 Ne2 Rc4 Rg3 Qf5 Rg5 Qe4 Qh6 Kf8 Qxg7+ Ke7 Nf4
327,black,2140,2244,e4 e5 Nf3 Nc6 Bb5 a6 Ba4 Nf6 O-O b5 Bb3 Bc5 d3 O-O a4 Rb8 a5 h6 Bd5 Re8 Be3 Qe7 Nc3 Nd4 Nh4 Nxd5 Nxd5 Qxh4 Nxc7 Rf8 c3 Bd6 Nxa6 Bxa6 cxd4 exd4 g3 Qf6 Bd2 Rfc8 Re1 b4 f4 Bf8 Qf3 Rc2 Bc1 Rbc8 e5 Qc6 Qxc6 R8xc6
328,white,2220,2157,d4 e6 c4 f5 Nc3 Nf6 g3 Bb4 Bg2 O-O Nh3 d5 O-O c6 f3 dxc4 e4 c5 Be3 Bxc3 bxc3 Na6 Qa4 cxd4 cxd4 Qc7 Rac1 fxe4 fxe4 c3 e5 Bd7 Qb3 Ng4 Rxf8+ Rxf8 Rxc3 Bc6 Qxe6+ Kh8 Qxg4 Qa5 Rc1 Bxg2 Kxg2 Qxa2+ Nf2 Nb4 Rc8 Qd5+ Kh3 Qf7 e6 h5 Qe4 Qe7 Bg5
329,white,2157,1380,e4 e5 Nf3 Nf6 d3 d5 exd5 Nxd5 Be2 Bd6 c4 Nf4 Bxf4 exf4 O-O O-O Nc3 Be6 Re1 Nc6 d4 b6 d5 Bxd5 cxd5 Nb4 a3 Nxd5 Nxd5 c6 Nc3 Be5 Nxe5 Re8 Bd3 f6 Qb3+ Kh8 Nf7+ Kg8 Nh6+ Kh8 Qg8+ Rxg8 Nf7#
330,white,2157,1569,e4 e5 Nf3 Nc6 Bb5 d6 O-O a6 Ba4 b5 Bb3 Nf6 Re1 Be7 d3 O-O a4 b4 a5 Bb7 c3 bxc3 bxc3 Rb8 Nbd2 d5 exd5 Nxd5 Bxd5 Qxd5 c4 Qd7 Nxe5 Nxe5 Rxe5 Rfe8 Rh5 Qc6 Qg4 Qg6 Qxg6 hxg6 Rh3 Bc8 Re3 Bd7 h3 g5 Ne4 g6 Ba3 g4 Bxe7 Rxe7 Nf6+ Kf8 hxg4 Rxe3 Nxd7+ Ke8 Nxb8 Rxd3 Nxa6 Rd4 Nxc7+ Kd7 Na8 Rxg4 Nb6+ Kc7 c5 Kc6 a6 Rd4 a7 Rd8 a8=Q+ Rxa8 Nxa8 Kxc5 Ra7 f5 Rg7 f4 Rxg6 Kd4 Nc7 Ke4 Rc6 f3 gxf3+ Kxf3 Ne6 Ke2 Rc4 Ke1 Nd4 Kd1 Rc2 Ke1 Kg2 Kd1 Kf3 Ke1 Ke3 Kf1 f3 Ke1 Rc1#
331,white,2157,2000,e4 d5 exd5 Qxd5 Nc3 Qa5 b4 Qxb4 Rb1 Qd6 Nb5 Qd8 Rb3 c6 Rd3 Qb6 Nd4 Nf6 Ba3 Nbd7 Ngf3 Nc5 Be2 Nxd3+ Bxd3 Bg4 O-O O-O-O c3 e6 Bxf8 Rhxf8 Qa4 Nd5 Rb1 Qc7 Qxa7 h5 Ne5 Rd6 Qa8+ Qb8 Qa3 Nf4 Ndxc6
332,black,2173,2287,e4 c5 b4 cxb4 a3 bxa3 Bxa3 Nc6 c3 d6 d4 g6 f4 Bg7 e5 dxe5 fxe5 Nh6 Nf3 O-O Bd3 Bf5 O-O Bxd3 Qxd3 Nxe5 Nxe5 Bxe5 Qe3 Bg7 Bxe7 Re8 Bxd8 Rxe3 Bg5 Re2 Na3 a6 Nb5 Rc8 Nd6 Rxc3 Bxh6 Bxh6 Nxf7 Be3+ Kh1 Rcc2 Rfe1 Kxf7
333,black,2160,2214,e4 c6 d4 d5 exd5 cxd5 Bd3 Nf6 c3 e6 Nf3 Be7 Bf4 b6 Nbd2 O-O O-O Ba6 Qe2 Bxd3 Qxd3 Nc6 Ne5 Nxe5 dxe5 Nd7 Nf3 Nc5 Qe2 a6 Rfd1 b5 Nd4 Rc8 Qh5 g6 Qh6 Re8 b4 Ne4 Rd3 Bg5 Bxg5 Qxg5 Qh3 Rxc3 Rxc3 Nxc3 Qxc3 Qxe5 Re1 Qf6 Nxb5 e5 Nc7 Rc8 Nxd5 Qe6 Qf3 f5 Nf4 Qe7 Nd3 e4 Qd1 Rd8 Qb3+ Kg7 Nc5 Rd6 a4 Qe5 h3 Rd2 Rd1 Rb2 Qc4 Kh6 Nd7 Qf4 Qc5 Kh5 Nf6+ Kg5 Nxh7+ Kh6 Nf6 Kg7 Rd7+ Kh6 Qf8+ Kg5 Nh7+ Kh5 g4+ Kh4 Qf6+ Kxh3 Qxb2 e3 Rd3 Qxg4+ Kf1 Qg2+ Ke1 Qg1+ Ke2 Qxf2+ Kd1 Qxb2 Rxe3+ Kg4 Re2 Qxb4 Rf2 Qxa4+ Ke2 f4 Rg2+ Kf5 Rg5+ Ke4 Nf6+ Kd4 Rd5+ Kc4 Kf3 Qb3+ Kxf4 Qb2 Kg5 Qxf6+ Kxf6 Kxd5 Kxg6 a5 Kf5 a4 Kf4 a3 Ke3 a2 Kf4 a1=Q Kf5 Qe1 Kg4 Qf2 Kg5 Ke5
334,black,2175,2322,e4 g6 d4 Nf6 Bd3 Nc6 c3 h5 Qc2 h4 e5 Nd5 Bxg6 e6 Be4 d6 Nf3 Rg8 g3 h3 Bxd5 exd5 Bf4 dxe5 dxe5 Bg4 Nbd2 Qd7 O-O-O O-O-O Rde1 Be7 Re3 Bf5 Qa4 Bc5 Nd4 Nxd4 Qxd7+ Rxd7 cxd4 Bxd4 Ree1 Bxf2 Ref1 Bb6 Be3 Bd3 Rf3 Be4 Bxb6 Bxf3 Nxf3 axb6 Kd2 Re7 Kd3 Kd7 Rd1 Ke6 a3 c5 b4 Ra8 Ra1 cxb4 a4 Rc7 Nd4+ Kxe5 Re1+ Kf6 Rf1+ Kg6 Nb5 Rc5 Nd6 Rxa4 Nxf7 Ra2 Ne5+ Kg7 Rf7+ Kg8 Rxb7 Rc3+ Kd4 Rd2+ Nd3 Rcxd3+ Ke5 Rxh2 Kf6 Rf2+ Kg5 Rxg3+ Kh4 Rg6 Kh5 Rg1 Rb8+ Kg7 Rb7+ Rf7 Rxb6 h2 Rxb4 h1=Q+ Rh4 Rf5#
335,white,2304,2194,e4 e6 g3 b6 Bg2 Bb7 Ne2 d5 O-O c5 exd5 exd5 c4 Nf6 Nf4 Be7 cxd5 Nxd5 Qf3 Nxf4 Qxb7 Ne2+ Kh1 O-O Qxa8 Nxc1 Rxc1 Qd4 Qxa7 Qxb2 Nc3 Bf6 Rcb1 Qxd2 Ne4 Qd4 Rd1 Qe5 Rab1 Bd8 Nd6 Be7 Nxf7 Kxf7 Re1 Qg5 h4 Nc6 Bxc6 Qf6 Bd5+
336,black,2213,2323,e4 c6 d4 d5 exd5 cxd5 Nc3 Nc6 Nf3 Nf6 Bd3 Bg4 Be3 e6 Qd2 Bd6 O-O-O a6 h3 Bh5 g4 Bg6 Bxg6 hxg6 Ng5 b5 f4 Na5 f5 Nc4 Qe2 Qc7 fxe6 Nxe3 exf7+ Kd7 Qxe3 Bf4 Nxd5 Bxe3+ Nxe3 Qf4 Kb1 Qxg5 Ng2 Qd5 Nf4 Qxf7 d5 g5 Ne6 Nxd5 Rhe1 Kd6 Nxg5 Qf4 Re6+ Kc7 Rg6 Rad8 Ne6+ Kb7 Rxg7+ Kb8 Nxf4 Nxf4 Rxd8+ Rxd8 b3 Nxh3 Kb2 Rd4 g5 Rg4 g6 Nf4 Rg8+ Kb7 g7 Ne6 Re8 Nxg7 Rg8 Rg3 a4 b4 Rf8 Ne6 Rf7+ Kb6 Rf6 Re3 Kc1 a5 Kd2 Re5 Kd3 Kc5 Rf7 Nd4 Rc7+ Nc6 Rc8 Rd5+ Ke4 Rd1 Rh8 Rd2 Rh5+ Kd6 Rh6+ Kc7 Rh7+ Kb6 Rh6 Rxc2 Kd5 Rc5+ Ke4 Re5+ Kd3 Kc5 Rh4 Rg5 Rc4+ Kd5 Rh4 Rg3+ Kc2 Nd4+ Kb2 Rg2+ Kc1 Nxb3+ Kd1 Nc5 Kc1 b3 Kb1 Nd3 Rh1 Kc4 Ka1 Kb4 Rd1 Nb2 Rb1 Nc4 Rf1 Ra2+ Kb1 Nd2+ Kc1 Nxf1 Kb1 Kc3 Kc1 Ra1#
337,black,2234,2352,e4 c5 b4 cxb4 a3 d5 exd5 Nf6 axb4 Nxd5 Nf3 Nxb4 Ba3 N4c6 Bc4 e6 Bxf8 Kxf8 O-O b6 Nc3 Bb7 Re1 Nd7 Bb5 h5 Ne4 h4 Nd6 Qc7 Nxb7 Qxb7 c3 h3 g3 Nce5 Re3 Ng4 Re1 Nde5 Be2 Rh6 d4 Rd8 Ra2 Rf6 Nh4 Nxf2 Qc1 Qh1#
338,white,2343,2259,d4 e6 g3 d5 Bg2 c6 Nf3 f5 O-O Nf6 b3 Be7 Bb2 O-O Nbd2 Nbd7 c4 Ne4 e3 Qe8 Ne1 Rf6 f3 Nd6 e4 Rh6 e5 Qh5 h3 Qg5 exd6 Bxd6 f4 Qxg3 Rf3 Qh4 Nd3 g5 fxg5 Qxg5 Ne5 Kh8 Nf7+
339,black,2290,2317,e4 c5 b4 cxb4 a3 bxa3 Nxa3 e6 c3 Nc6 d4 d5 e5 f5 Nf3 Nge7 Nb5 Ng6 Bg5 Qd7 Bd3 a6 O-O h6 Bh4 b6 Nd2 Bb7 Qh5 Qf7 g4 axb5 Rxa8+ Bxa8 Ra1 Bb7 Bxb5 Nxh4 Qxh4 Be7 Qg3 O-O gxf5 Qxf5 Bxc6 Bxc6 Ra7 Rf7 Nf1 Bg5 Ra6 Bf4 Qh4 Bg5 Qg3 Qb1 Kg2 Bb5 Ra8+ Kh7 Ne3 Bxe3 Qxe3 Bf1+ Kg3 Qg6+ Kh4 Rf5
340,black,1803,2285,e4 e6 Nf3 d5 Nc3 c5 exd5 exd5 d4 Be6 Bb5+ Nc6 Ne5 Qc7 O-O O-O-O Nxc6 bxc6 Ba4 c4 Qf3 Bd6 g3 Nf6 Bg5 Bg4 Qe3 Rhe8 Qd2 Bb4 Bxf6 gxf6 a3 Bd6 Rfe1 Rg8 b4 cxb3 cxb3 Bh3 Rec1 Bxg3 fxg3 Rxg3+ hxg3 Qxg3+ Kh1 Bg4 Nxd5 Bf3+
341,white,2409,2314,e4 e6 d4 d5 Nc3 Bb4 e5 c5 a3 cxd4 axb4 dxc3 Qg4 cxb2 Bxb2 g6 Nf3 Nh6 Qf4 Nf5 Bd3 Nc6 b5 Nce7 g4 g5 Qxg5 Rg8 Qh5 Ng7 Qh6 Ng6 Qxh7 Kd7 b6 Qf8 Ba3 Rh8 Bxf8 Rxh7 Rxa7 Nxf8 Rxa8 Rh3 Nd4 Ng6 Bb5+ Kd8 Nc6+ bxc6 b7 cxb5 bxc8=Q+ Ke7 Ra7#
342,black,1500,2113,e4 c5 Nf3 Nc6 Nc3 d6
343,white,2489,1500,d4 d5 c4 e5 dxe5 Bb4+ Bd2 Nc6 Nf3 g5 Bxb4 Nxb4 a3 Nc6 cxd5 Nce7 Nc3 c6 e4 f5 exf6 Nxf6 d6 Ng6 e5 Nd7 e6 Nde5 Nxe5 Nxe5 Qh5+ Nf7
344,white,2489,1500,d4 d5 c4 Nf6 cxd5 Nxd5 e4 Nf6 Nc3 Nc6 d5 e5 dxc6 Qxd1+ Kxd1 Bb4 Bb5 O-O cxb7 Bxb7 f3 Rad8+ Kc2 a6 Bc4 Rd4 b3 Bxc3 Kxc3 a5 Be3 Nxe4+ fxe4 Rxe4 Bc5 Rd8 Nf3 Re3+ Bxe3 Bxf3 gxf3 Rd6 f4 exf4 Bxf4 Rc6 Rhe1 g5 Bxg5 h6 Be3 Re6 Bxe6 fxe6 Rad1 c5 Rd7 Kf8 Bxh6+ Ke8 Ra7 Kd8 Rf1 Kc8 Rf8#
345,white,2274,1350,e4 d6 d4 e6 c4 g5 Nc3 c6 Bd3 f6 Qh5+ Kd7 f4 gxf4 Bxf4 h6 Nf3 Ne7 e5 fxe5 dxe5 dxe5 Nxe5+ Kc7 Nf7+ Kd7 Nxd8 Rg8 O-O-O Bg7 Bh7+ Nd5 Bxg8 Kxd8 cxd5 Bh8 dxc6+ Ke7 Qf7#
346,black,2076,2119,c4 e5 Nc3 Bb4 Qc2 Nf6 a3 Bc5 b4 Be7 e3 O-O Nf3 d6 d4 exd4 exd4 Bg4 Bg5 d5 Ne5 c6 Bxf6 Bxf6 Nxg4 Bxd4 O-O-O Qg5+ Kb2 Bxc3+ Qxc3 Qxg4 Bd3 dxc4 Bxc4 Nd7 h3 Qf5 g4 Qxf2+ Rd2 Qf4 Rxd7 a5 Rxb7 axb4 Qxb4 c5 Qb3 Rab8 Rf1 Qd2+ Ka1 Rxb7 Qxb7 Qc3+ Qb2 Qxc4 Rc1 Qd4 Ka2 Rd8 Qc2 Rd5 a4 Qb4 Qb3 Rd2+ Rc2 Rxc2+ Qxc2 h5 gxh5 c4 Qb2 Qxa4+ Kb1 Qd1+ Ka2 Qxh5 Qb8+ Kh7 Qg3 Qd5 Kb2 Qd3 Qh4+ Kg8 Qe1 c3+ Qxc3 Qxc3+ Kxc3 Kh7 Kd4 Kh6 Ke4 Kh5 Kf4 Kh4
347,black,2076,2119,Nf3 Nf6 c4 g6 Nc3 Bg7 d4 d6 e3 O-O Bd3 c5 O-O a6 Re1 e6 b3 b6 Bb2 Bb7 Rb1 Nbd7 e4 cxd4 Nxd4 d5 exd5 exd5 Na4 Nc5 Bc2 Nxa4 bxa4 dxc4 Nf3 Qxd1 Rbxd1 Bxf3 gxf3 b5 Ba3 Rfe8 Be7 Nh5 Be4 Ra7 Bc6 Rexe7 Rxe7 Rxe7 axb5 axb5 Bxb5 c3 Rd8+ Bf8 Bd3 Nf4 Bc2 Re1#
348,white,2119,2076,e4 c5 Nf3 Nc6 Nc3 e6 Bb5 d5 d4 Bd7 exd5 exd5 Nxd5 Nge7 Nxe7 Qxe7+ Be3 cxd4 Nxd4 O-O-O c3 Nxd4 Bxd7+ Qxd7 cxd4 Bb4+ Kf1 Qb5+ Qe2 Qxe2+ Kxe2 Rhe8 Kf3 Re6 g3 Rde8 Rac1+ Kd7 a3 Ba5 b4 Bb6 Rhd1 h6 Rd3 g5 h3 Rf6+ Kg2 Kd6 a4 a6 a5 Ba7 Rdc3 Rfe6 Rc7 f5 Rxb7 f4 gxf4 gxf4 Bxf4+ Kd5 Rxa7 Rg8+ Bg3 h5 h4 Re4 Rxa6 Rxh4 b5 Rxd4 b6 h4 b7 hxg3 fxg3 Rd2+ Kh3 Rd3 Rg1 Rb3 Ra8 Rgxg3+ Rxg3 Rxb7 a6 Rh7+ Kg2 Kc6 Rb3
