p0,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,p13,p14,p15,p16,p17,p18,p19,p20,p21,p22,p23,p24,p25,p26,p27,p28,p29,p30,p31,p32,p33,p34,p35,p36,p37,p38,p39,p40,p41,p42,p43,p44,p45,p46,p47,p48,p49,p50,p51,p52,p53,p54,p55,p56,p57,p58,p59,p60,p61,p62,p63,player,alg,uci
.,.,k,r,.,.,n,r,p,p,.,.,.,.,p,p,.,n,p,P,.,p,b,.,.,.,.,.,.,.,.,.,.,P,P,N,.,B,.,.,.,.,.,.,.,P,.,.,.,.,.,.,.,.,P,P,.,.,K,R,.,B,.,R,white,g3,g2g3
.,.,k,r,.,.,n,r,p,p,.,.,.,b,p,p,.,n,p,P,.,p,.,.,.,.,.,.,.,.,.,.,.,P,P,N,.,B,.,.,.,.,.,.,.,P,P,.,.,.,.,.,.,.,.,P,.,.,K,R,.,B,.,R,white,Bh3+,f1h3
.,k,.,r,.,.,n,r,p,p,.,.,.,b,p,p,.,n,p,P,.,p,.,.,.,.,.,.,.,.,.,.,.,P,P,N,.,B,.,.,.,.,.,.,.,P,P,B,.,.,.,.,.,.,.,P,.,.,K,R,.,.,.,R,white,d7+,d6d7
k,.,.,r,.,.,n,r,p,p,.,P,.,b,p,p,.,n,p,.,.,p,.,.,.,.,.,.,.,.,.,.,.,P,P,N,.,B,.,.,.,.,.,.,.,P,P,B,.,.,.,.,.,.,.,P,.,.,K,R,.,.,.,R,white,Bc7,f4c7
k,.,.,.,.,.,n,r,p,p,B,r,.,b,p,p,.,n,p,.,.,p,.,.,.,.,.,.,.,.,.,.,.,P,P,N,.,.,.,.,.,.,.,.,.,P,P,B,.,.,.,.,.,.,.,P,.,.,K,R,.,.,.,R,white,Bxb6,c7b6
k,.,.,.,.,.,n,r,p,p,.,.,r,b,p,p,.,B,p,.,.,p,.,.,.,.,.,.,.,.,.,.,.,P,P,N,.,.,.,.,.,.,.,.,.,P,P,B,.,.,.,.,.,.,.,P,.,.,K,R,.,.,.,R,white,Bc5,b6c5
k,.,.,.,.,.,n,r,p,p,.,.,.,b,p,p,.,.,p,.,.,p,.,.,.,.,B,.,r,.,.,.,.,P,P,N,.,.,.,.,.,.,.,.,.,P,P,B,.,.,.,.,.,.,.,P,.,.,K,R,.,.,.,R,white,Nxc6,d4c6
k,.,.,.,.,.,n,r,p,.,.,.,.,b,p,p,.,.,p,.,.,p,.,.,.,.,B,.,r,.,.,.,.,P,P,.,.,.,.,.,.,.,.,.,.,P,P,B,.,.,.,.,.,.,.,P,.,.,K,R,.,.,.,R,white,Rd8+,d1d8
.,.,.,R,.,.,n,r,p,k,.,.,.,b,p,p,.,.,p,.,.,p,.,.,.,.,B,.,r,.,.,.,.,P,P,.,.,.,.,.,.,.,.,.,.,P,P,B,.,.,.,.,.,.,.,P,.,.,K,.,.,.,.,R,white,Rhd1,h1d1
.,.,.,R,.,.,n,r,p,k,.,.,.,.,p,p,.,.,p,.,.,p,.,.,.,.,B,.,r,.,.,.,.,P,b,.,.,.,.,.,.,.,.,.,.,P,P,B,.,.,.,.,.,.,.,P,.,.,K,R,.,.,.,.,white,Bc8+,h3c8
.,k,B,R,.,.,n,r,p,.,.,.,.,.,p,p,.,.,p,.,.,p,.,.,.,.,B,.,r,.,.,.,.,P,b,.,.,.,.,.,.,.,.,.,.,P,P,.,.,.,.,.,.,.,.,P,.,.,K,R,.,.,.,.,white,Ba6+,c8a6
.,.,.,R,.,.,n,r,p,.,k,.,.,.,p,p,B,.,p,.,.,p,.,.,.,.,B,.,r,.,.,.,.,P,b,.,.,.,.,.,.,.,.,.,.,P,P,.,.,.,.,.,.,.,.,P,.,.,K,R,.,.,.,.,white,R1d7#,d1d7
r,n,b,q,k,b,n,r,p,p,p,p,p,p,p,p,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,P,P,P,P,P,P,P,P,R,N,B,Q,K,B,N,R,white,d4,d2d4
r,n,b,q,k,b,n,r,p,p,p,p,p,p,p,p,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,P,P,P,P,P,P,P,P,R,N,B,Q,K,B,N,R,white,e4,e2e4
r,n,b,q,k,b,n,r,p,p,.,p,p,p,p,p,.,.,.,.,.,.,.,.,.,.,p,.,.,.,.,.,.,.,.,.,P,.,.,.,.,.,.,.,.,.,.,.,P,P,P,P,.,P,P,P,R,N,B,Q,K,B,N,R,white,Nf3,g1f3
r,.,b,q,k,b,n,r,p,p,.,p,p,p,p,p,.,.,n,.,.,.,.,.,.,.,p,.,.,.,.,.,.,.,.,.,P,.,.,.,.,.,.,.,.,N,.,.,P,P,P,P,.,P,P,P,R,N,B,Q,K,B,.,R,white,d4,d2d4
r,.,b,q,k,b,n,r,p,p,.,p,.,p,p,p,.,.,n,.,p,.,.,.,.,.,p,.,.,.,.,.,.,.,.,P,P,.,.,.,.,.,.,.,.,N,.,.,P,P,P,.,.,P,P,P,R,N,B,Q,K,B,.,R,white,d5,d4d5
r,.,b,q,k,b,n,r,p,p,.,p,.,p,p,p,.,.,n,.,.,.,.,.,.,.,p,p,.,.,.,.,.,.,.,.,P,.,.,.,.,.,.,.,.,N,.,.,P,P,P,.,.,P,P,P,R,N,B,Q,K,B,.,R,white,exd5,e4d5
r,.,b,.,k,b,n,r,p,p,.,p,q,p,p,p,.,.,n,.,.,.,.,.,.,.,p,P,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,N,.,.,P,P,P,.,.,P,P,P,R,N,B,Q,K,B,.,R,white,Be2,f1e2
r,.,b,.,k,b,n,r,p,p,.,p,q,p,p,p,.,.,.,.,.,.,.,.,.,.,p,P,n,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,N,.,.,P,P,P,.,B,P,P,P,R,N,B,Q,K,.,.,R,white,O-O,e1g1
r,.,b,.,k,b,n,r,p,p,.,.,q,p,p,p,.,.,.,p,.,.,.,.,.,.,p,P,n,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,N,.,.,P,P,P,.,B,P,P,P,R,N,B,Q,.,R,K,.,white,Re1,f1e1
r,.,b,.,k,b,n,r,p,p,q,.,.,p,p,p,.,.,.,p,.,.,.,.,.,.,p,P,n,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,N,.,.,P,P,P,.,B,P,P,P,R,N,B,Q,R,.,K,.,white,Bb5+,e2b5
r,.,.,.,k,b,n,r,p,p,q,b,.,p,p,p,.,.,.,p,.,.,.,.,.,B,p,P,n,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,N,.,.,P,P,P,.,.,P,P,P,R,N,B,Q,R,.,K,.,white,Bxd7+,b5d7
r,.,.,.,k,b,n,r,p,p,.,q,.,p,p,p,.,.,.,p,.,.,.,.,.,.,p,P,n,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,N,.,.,P,P,P,.,.,P,P,P,R,N,B,Q,R,.,K,.,white,Nxe5,f3e5
r,.,.,.,k,b,n,r,p,p,.,q,.,p,p,p,.,.,.,.,.,.,.,.,.,.,p,P,p,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,P,P,P,.,.,P,P,P,R,N,B,Q,R,.,K,.,white,Rxe5+,e1e5
r,.,.,.,k,.,n,r,p,p,.,q,b,p,p,p,.,.,.,.,.,.,.,.,.,.,p,P,R,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,P,P,P,.,.,P,P,P,R,N,B,Q,.,.,K,.,white,d6,d5d6
r,.,.,.,k,.,.,r,p,p,.,q,b,p,p,p,.,.,.,P,.,n,.,.,.,.,p,.,R,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,P,P,P,.,.,P,P,P,R,N,B,Q,.,.,K,.,white,Rxe7+,e5e7
r,.,.,k,.,.,.,r,p,p,.,q,R,p,p,p,.,.,.,P,.,n,.,.,.,.,p,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,P,P,P,.,.,P,P,P,R,N,B,Q,.,.,K,.,white,Rxd7+,e7d7
r,.,.,.,.,.,.,r,p,p,.,k,.,p,p,p,.,.,.,P,.,n,.,.,.,.,p,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,P,P,P,.,.,P,P,P,R,N,B,Q,.,.,K,.,white,Nc3,b1c3
r,.,.,.,r,.,.,.,p,p,.,k,.,p,p,p,.,.,.,P,.,n,.,.,.,.,p,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,N,.,.,.,.,.,P,P,P,.,.,P,P,P,R,.,B,Q,.,.,K,.,white,Bg5,c1g5
r,.,.,.,.,.,.,.,p,p,.,k,.,p,p,p,.,.,.,P,r,n,.,.,.,.,p,.,.,.,B,.,.,.,.,.,.,.,.,.,.,.,N,.,.,.,.,.,P,P,P,.,.,P,P,P,R,.,.,Q,.,.,K,.,white,Bxf6,g5f6
r,.,.,.,.,.,.,.,p,p,.,k,.,p,p,p,.,.,.,P,.,r,.,.,.,.,p,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,N,.,.,.,.,.,P,P,P,.,.,P,P,P,R,.,.,Q,.,.,K,.,white,Qg4+,d1g4
r,.,.,.,.,.,.,.,p,p,.,.,.,p,p,p,.,.,.,k,.,r,.,.,.,.,p,.,.,.,.,.,.,.,.,.,.,.,Q,.,.,.,N,.,.,.,.,.,P,P,P,.,.,P,P,P,R,.,.,.,.,.,K,.,white,Rd1+,a1d1
r,.,.,.,.,.,.,.,p,p,.,.,.,p,p,p,.,.,k,.,.,r,.,.,.,.,p,.,.,.,.,.,.,.,.,.,.,.,Q,.,.,.,N,.,.,.,.,.,P,P,P,.,.,P,P,P,.,.,.,R,.,.,K,.,white,Qd7+,g4d7
r,.,.,.,.,.,.,.,p,p,.,Q,.,p,p,p,.,k,.,.,.,r,.,.,.,.,p,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,N,.,.,.,.,.,P,P,P,.,.,P,P,P,.,.,.,R,.,.,K,.,white,Qb5+,d7b5
r,.,.,.,.,.,.,.,p,p,k,.,.,p,p,p,.,.,.,.,.,r,.,.,.,Q,p,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,N,.,.,.,.,.,P,P,P,.,.,P,P,P,.,.,.,R,.,.,K,.,white,Rd7+,d1d7
r,n,b,q,k,b,n,r,p,p,p,p,p,p,p,p,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,P,P,P,P,P,P,P,P,R,N,B,Q,K,B,N,R,white,e4,e2e4
r,n,b,q,k,b,n,r,p,p,p,p,.,p,p,p,.,.,.,.,.,.,.,.,.,.,.,.,p,.,.,.,.,.,.,.,P,.,.,.,.,.,.,.,.,.,.,.,P,P,P,P,.,P,P,P,R,N,B,Q,K,B,N,R,white,Nf3,g1f3
r,.,b,q,k,b,n,r,p,p,p,p,.,p,p,p,.,.,n,.,.,.,.,.,.,.,.,.,p,.,.,.,.,.,.,.,P,.,.,.,.,.,.,.,.,N,.,.,P,P,P,P,.,P,P,P,R,N,B,Q,K,B,.,R,white,d4,d2d4
r,.,b,q,k,b,n,r,p,p,p,p,.,p,p,p,.,.,n,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,p,P,.,.,.,.,.,.,.,.,N,.,.,P,P,P,.,.,P,P,P,R,N,B,Q,K,B,.,R,white,Nxd4,f3d4
r,.,b,q,k,b,n,r,p,p,p,p,.,p,p,p,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,n,P,.,.,.,.,.,.,.,.,.,.,.,P,P,P,.,.,P,P,P,R,N,B,Q,K,B,.,R,white,Qxd4,d1d4
r,.,b,q,k,.,n,r,p,p,p,p,.,p,p,p,.,.,.,b,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Q,P,.,.,.,.,.,.,.,.,.,.,.,P,P,P,.,.,P,P,P,R,N,B,.,K,B,.,R,white,Qxg7,d4g7
r,.,b,.,k,.,n,r,p,p,p,p,.,p,Q,p,.,.,.,b,.,q,.,.,.,.,.,.,.,.,.,.,.,.,.,.,P,.,.,.,.,.,.,.,.,.,.,.,P,P,P,.,.,P,P,P,R,N,B,.,K,B,.,R,white,Qxf6,g7f6
r,.,b,.,k,.,.,r,p,p,p,p,.,p,.,p,.,.,.,b,.,n,.,.,.,.,.,.,.,.,.,.,.,.,.,.,P,.,.,.,.,.,.,.,.,.,.,.,P,P,P,.,.,P,P,P,R,N,B,.,K,B,.,R,white,Bd3,f1d3
r,.,b,.,k,.,.,r,p,p,p,p,.,p,.,p,.,.,.,.,.,n,.,.,.,.,.,.,b,.,.,.,.,.,.,.,P,.,.,.,.,.,.,B,.,.,.,.,P,P,P,.,.,P,P,P,R,N,B,.,K,.,.,R,white,f4,f2f4
r,.,b,.,k,.,.,r,p,p,p,p,.,p,.,p,.,.,.,.,.,n,.,.,.,.,.,.,.,.,.,.,.,.,.,b,P,P,.,.,.,.,.,B,.,.,.,.,P,P,P,.,.,.,P,P,R,N,B,.,K,.,.,R,white,Nc3,b1c3
r,.,b,.,k,.,.,r,p,p,p,.,.,p,.,p,.,.,.,p,.,n,.,.,.,.,.,.,.,.,.,.,.,.,.,b,P,P,.,.,.,.,N,B,.,.,.,.,P,P,P,.,.,.,P,P,R,.,B,.,K,.,.,R,white,Bd2,c1d2
r,.,.,.,k,.,.,r,p,p,p,.,.,p,.,p,.,.,.,p,.,n,.,.,.,.,.,.,.,.,.,.,.,.,.,b,P,P,b,.,.,.,N,B,.,.,.,.,P,P,P,B,.,.,P,P,R,.,.,.,K,.,.,R,white,h3,h2h3
r,.,.,.,k,.,.,r,p,p,p,.,.,p,.,p,.,.,.,p,.,n,.,.,.,.,.,.,.,.,.,.,.,.,.,.,P,P,b,.,.,.,b,B,.,.,.,P,P,P,P,B,.,.,P,.,R,.,.,.,K,.,.,R,white,Bxc3,d2c3
r,.,.,.,k,.,.,r,p,p,p,.,.,p,.,p,.,.,.,p,.,n,.,.,.,.,.,.,.,.,.,b,.,.,.,.,P,P,.,.,.,.,B,B,.,.,.,P,P,P,P,.,.,.,P,.,R,.,.,.,K,.,.,R,white,g4,g2g4
r,.,.,.,k,.,.,r,p,p,p,.,.,p,.,p,.,.,.,p,.,n,b,.,.,.,.,.,.,.,.,.,.,.,.,.,P,P,P,.,.,.,B,B,.,.,.,P,P,P,P,.,.,.,.,.,R,.,.,.,K,.,.,R,white,Bxf6,c3f6
r,.,.,.,k,r,.,.,p,p,p,.,.,p,.,p,.,.,.,p,.,B,b,.,.,.,.,.,.,.,.,.,.,.,.,.,P,P,P,.,.,.,.,B,.,.,.,P,P,P,P,.,.,.,.,.,R,.,.,.,K,.,.,R,white,f5,f4f5
r,.,.,.,k,r,.,.,p,p,p,.,.,p,.,p,.,.,.,p,.,B,.,.,.,.,.,.,.,b,.,.,.,.,.,.,P,.,P,.,.,.,.,B,.,.,.,P,P,P,P,.,.,.,.,.,R,.,.,.,K,.,.,R,white,exf5,e4f5
r,.,.,.,k,r,.,.,p,p,p,.,.,p,.,p,.,.,.,.,.,B,.,.,.,.,.,p,.,P,.,.,.,.,.,.,.,.,P,.,.,.,.,B,.,.,.,P,P,P,P,.,.,.,.,.,R,.,.,.,K,.,.,R,white,O-O-O,e1c1
r,.,.,.,k,r,.,.,p,p,.,.,.,p,.,p,.,.,.,.,.,B,.,.,.,.,p,p,.,P,.,.,.,.,.,.,.,.,P,.,.,.,.,B,.,.,.,P,P,P,P,.,.,.,.,.,.,.,K,R,.,.,.,R,white,Rhe1+,h1e1
r,.,.,.,.,r,.,.,p,p,.,k,.,p,.,p,.,.,.,.,.,B,.,.,.,.,p,p,.,P,.,.,.,.,.,.,.,.,P,.,.,.,.,B,.,.,.,P,P,P,P,.,.,.,.,.,.,.,K,R,R,.,.,.,white,Bb5+,d3b5
r,.,.,.,.,r,.,.,p,p,k,.,.,p,.,p,.,.,.,.,.,B,.,.,.,B,p,p,.,P,.,.,.,.,.,.,.,.,P,.,.,.,.,.,.,.,.,P,P,P,P,.,.,.,.,.,.,.,K,R,R,.,.,.,white,Rxd5,d1d5
.,.,.,.,r,r,.,.,p,p,k,.,.,p,.,p,.,.,.,.,.,B,.,.,.,B,p,R,.,P,.,.,.,.,.,.,.,.,P,.,.,.,.,.,.,.,.,P,P,P,P,.,.,.,.,.,.,.,K,.,R,.,.,.,white,Bxe8,b5e8
.,.,.,.,r,.,.,.,p,p,k,.,.,p,.,p,.,.,.,.,.,B,.,.,.,.,p,R,.,P,.,.,.,.,.,.,.,.,P,.,.,.,.,.,.,.,.,P,P,P,P,.,.,.,.,.,.,.,K,.,R,.,.,.,white,Rxe8,e1e8
.,.,.,.,R,.,.,.,p,p,.,.,.,p,.,p,.,.,k,.,.,B,.,.,.,.,p,R,.,P,.,.,.,.,.,.,.,.,P,.,.,.,.,.,.,.,.,P,P,P,P,.,.,.,.,.,.,.,K,.,.,.,.,.,white,Red8,e8d8
.,.,.,R,.,.,.,.,p,p,k,.,.,p,.,p,.,.,.,.,.,B,.,.,.,.,p,R,.,P,.,.,.,.,.,.,.,.,P,.,.,.,.,.,.,.,.,P,P,P,P,.,.,.,.,.,.,.,K,.,.,.,.,.,white,R8d6,d8d6
.,.,k,.,.,.,.,.,p,p,.,.,.,p,.,p,.,.,.,R,.,B,.,.,.,.,p,R,.,P,.,.,.,.,.,.,.,.,P,.,.,.,.,.,.,.,.,P,P,P,P,.,.,.,.,.,.,.,K,.,.,.,.,.,white,Rd7,d6d7
.,k,.,.,.,.,.,.,p,p,.,R,.,p,.,p,.,.,.,.,.,B,.,.,.,.,p,R,.,P,.,.,.,.,.,.,.,.,P,.,.,.,.,.,.,.,.,P,P,P,P,.,.,.,.,.,.,.,K,.,.,.,.,.,white,Rxf7,d7f7
.,.,k,.,.,.,.,.,p,p,.,.,.,R,.,p,.,.,.,.,.,B,.,.,.,.,p,R,.,P,.,.,.,.,.,.,.,.,P,.,.,.,.,.,.,.,.,P,P,P,P,.,.,.,.,.,.,.,K,.,.,.,.,.,white,Rd8#,d5d8
r,n,b,q,k,b,n,r,p,p,p,p,p,p,p,p,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,P,P,P,P,P,P,P,P,R,N,B,Q,K,B,N,R,white,Nf3,g1f3
r,n,b,q,k,b,.,r,p,p,p,p,p,p,p,p,.,.,.,.,.,n,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,N,.,.,P,P,P,P,P,P,P,P,R,N,B,Q,K,B,.,R,white,g3,g2g3
r,n,b,q,k,b,.,r,p,p,p,p,p,p,.,p,.,.,.,.,.,n,p,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,N,P,.,P,P,P,P,P,P,.,P,R,N,B,Q,K,B,.,R,white,b3,b2b3
r,n,b,q,k,.,.,r,p,p,p,p,p,p,b,p,.,.,.,.,.,n,p,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,P,.,.,.,N,P,.,P,.,P,P,P,P,.,P,R,N,B,Q,K,B,.,R,white,Bb2,c1b2
r,n,b,q,.,r,k,.,p,p,p,p,p,p,b,p,.,.,.,.,.,n,p,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,P,.,.,.,N,P,.,P,B,P,P,P,P,.,P,R,N,.,Q,K,B,.,R,white,Bg2,f1g2
r,n,b,q,.,r,k,.,p,p,.,p,p,p,b,p,.,.,.,.,.,n,p,.,.,.,p,.,.,.,.,.,.,.,.,.,.,.,.,.,.,P,.,.,.,N,P,.,P,B,P,P,P,P,B,P,R,N,.,Q,K,.,.,R,white,O-O,e1g1
r,.,b,q,.,r,k,.,p,p,.,p,p,p,b,p,.,.,n,.,.,n,p,.,.,.,p,.,.,.,.,.,.,.,.,.,.,.,.,.,.,P,.,.,.,N,P,.,P,B,P,P,P,P,B,P,R,N,.,Q,.,R,K,.,white,d4,d2d4
r,.,b,q,.,r,k,.,p,p,.,p,p,p,b,p,.,.,n,.,.,n,p,.,.,.,.,.,.,.,.,.,.,.,.,p,.,.,.,.,.,P,.,.,.,N,P,.,P,B,P,.,P,P,B,P,R,N,.,Q,.,R,K,.,white,Nxd4,f3d4
r,.,b,.,.,r,k,.,p,p,.,p,p,p,b,p,.,q,n,.,.,n,p,.,.,.,.,.,.,.,.,.,.,.,.,N,.,.,.,.,.,P,.,.,.,.,P,.,P,B,P,.,P,P,B,P,R,N,.,Q,.,R,K,.,white,e3,e2e3
r,.,b,.,.,r,k,.,p,p,.,.,p,p,b,p,.,q,n,p,.,n,p,.,.,.,.,.,.,.,.,.,.,.,.,N,.,.,.,.,.,P,.,.,P,.,P,.,P,B,P,.,.,P,B,P,R,N,.,Q,.,R,K,.,white,Nc3,b1c3
r,.,.,.,.,r,k,.,p,p,.,.,p,p,b,p,.,q,n,p,.,n,p,.,.,.,.,.,.,.,.,.,.,.,.,N,.,.,b,.,.,P,N,.,P,.,P,.,P,B,P,.,.,P,B,P,R,.,.,Q,.,R,K,.,white,Qd2,d1d2
.,.,r,.,.,r,k,.,p,p,.,.,p,p,b,p,.,q,n,p,.,n,p,.,.,.,.,.,.,.,.,.,.,.,.,N,.,.,b,.,.,P,N,.,P,.,P,.,P,B,P,Q,.,P,B,P,R,.,.,.,.,R,K,.,white,Na4,c3a4
.,.,r,q,.,r,k,.,p,p,.,.,p,p,b,p,.,.,n,p,.,n,p,.,.,.,.,.,.,.,.,.,N,.,.,N,.,.,b,.,.,P,.,.,P,.,P,.,P,B,P,Q,.,P,B,P,R,.,.,.,.,R,K,.,white,c4,c2c4
.,.,r,q,.,r,k,.,.,p,.,.,p,p,b,p,p,.,n,p,.,n,p,.,.,.,.,.,.,.,.,.,N,.,P,N,.,.,b,.,.,P,.,.,P,.,P,.,P,B,.,Q,.,P,B,P,R,.,.,.,.,R,K,.,white,Nxc6,d4c6
.,.,r,q,.,r,k,.,.,.,.,.,p,p,b,p,p,.,p,p,.,n,p,.,.,.,.,.,.,.,.,.,N,.,P,.,.,.,b,.,.,P,.,.,P,.,P,.,P,B,.,Q,.,P,B,P,R,.,.,.,.,R,K,.,white,c5,c4c5
.,.,r,q,.,r,k,.,.,.,.,.,p,p,b,p,p,.,p,.,.,n,p,.,.,.,P,p,.,.,.,.,N,.,.,.,.,.,b,.,.,P,.,.,P,.,P,.,P,B,.,Q,.,P,B,P,R,.,.,.,.,R,K,.,white,Nb6,a4b6
.,r,.,q,.,r,k,.,.,.,.,.,p,p,b,p,p,N,p,.,.,n,p,.,.,.,P,p,.,.,.,.,.,.,.,.,.,.,b,.,.,P,.,.,P,.,P,.,P,B,.,Q,.,P,B,P,R,.,.,.,.,R,K,.,white,Be5,b2e5
.,.,.,q,.,r,k,.,.,r,.,.,p,p,b,p,p,N,p,.,.,n,p,.,.,.,P,p,B,.,.,.,.,.,.,.,.,.,b,.,.,P,.,.,P,.,P,.,P,.,.,Q,.,P,B,P,R,.,.,.,.,R,K,.,white,Qd4,d2d4
.,.,.,q,n,r,k,.,.,r,.,.,p,p,b,p,p,N,p,.,.,.,p,.,.,.,P,p,B,.,.,.,.,.,.,Q,.,.,b,.,.,P,.,.,P,.,P,.,P,.,.,.,.,P,B,P,R,.,.,.,.,R,K,.,white,Bxg7,e5g7
.,.,.,q,.,r,k,.,.,r,.,.,p,p,n,p,p,N,p,.,.,.,p,.,.,.,P,p,.,.,.,.,.,.,.,Q,.,.,b,.,.,P,.,.,P,.,P,.,P,.,.,.,.,P,B,P,R,.,.,.,.,R,K,.,white,Qxg4,d4g4
r,n,b,q,k,b,n,r,p,p,p,p,p,p,p,p,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,P,.,.,.,.,.,.,.,.,.,.,.,P,P,P,P,.,P,P,P,R,N,B,Q,K,B,N,R,black,c6,c7c6
r,n,b,q,k,b,n,r,p,p,.,p,p,p,p,p,.,.,p,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,P,.,.,.,.,.,N,.,.,.,.,.,P,P,P,P,.,P,P,P,R,.,B,Q,K,B,N,R,black,d5,d7d5
r,n,b,q,k,b,n,r,p,p,.,.,p,p,p,p,.,.,p,.,.,.,.,.,.,.,.,p,.,.,.,.,.,.,.,.,P,.,.,.,.,.,N,.,.,N,.,.,P,P,P,P,.,P,P,P,R,.,B,Q,K,B,.,R,black,Bg4,c8g4
r,n,.,q,k,b,n,r,p,p,.,.,p,p,p,p,.,.,p,.,.,.,.,.,.,.,.,p,.,.,.,.,.,.,.,.,P,.,b,.,.,.,N,.,.,N,.,P,P,P,P,P,.,P,P,.,R,.,B,Q,K,B,.,R,black,Bh5,g4h5
r,n,.,q,k,b,n,r,p,p,.,.,p,p,p,p,.,.,p,.,.,.,.,.,.,.,.,p,.,.,.,b,.,.,.,.,P,.,P,.,.,.,N,.,.,N,.,P,P,P,P,P,.,P,.,.,R,.,B,Q,K,B,.,R,black,Bg6,h5g6
r,n,.,q,k,b,n,r,p,p,.,.,p,p,p,p,.,.,p,.,.,.,b,.,.,.,.,P,.,.,.,.,.,.,.,.,.,.,P,.,.,.,N,.,.,N,.,P,P,P,P,P,.,P,.,.,R,.,B,Q,K,B,.,R,black,cxd5,c6d5
r,n,.,q,k,b,n,r,p,p,.,.,p,p,p,p,.,.,.,.,.,.,b,.,.,B,.,p,.,.,.,.,.,.,.,.,.,.,P,.,.,.,N,.,.,N,.,P,P,P,P,P,.,P,.,.,R,.,B,Q,K,.,.,R,black,Nc6,b8c6
r,.,.,q,k,b,n,r,p,p,.,.,p,p,p,p,.,.,n,.,.,.,b,.,.,B,.,p,.,.,.,.,.,.,.,P,.,.,P,.,.,.,N,.,.,N,.,P,P,P,P,.,.,P,.,.,R,.,B,Q,K,.,.,R,black,e6,e7e6
r,.,.,q,k,b,n,r,p,p,.,.,.,p,p,p,.,.,n,.,p,.,b,.,.,B,.,p,N,.,.,.,.,.,.,P,.,.,P,.,.,.,N,.,.,.,.,P,P,P,P,.,.,P,.,.,R,.,B,Q,K,.,.,R,black,Rc8,a8c8
.,.,r,q,k,b,n,r,p,p,.,.,.,p,p,p,.,.,n,.,p,.,b,.,.,B,.,p,N,.,.,.,.,.,.,P,.,.,P,.,P,.,N,.,.,.,.,P,.,P,P,.,.,P,.,.,R,.,B,Q,K,.,.,R,black,Bd6,f8d6
.,.,r,q,k,.,n,r,p,p,.,.,.,p,p,p,.,.,n,b,p,.,b,.,.,B,.,p,N,.,.,.,.,.,.,P,.,B,P,.,P,.,N,.,.,.,.,P,.,P,P,.,.,P,.,.,R,.,.,Q,K,.,.,R,black,Ne7,g8e7
.,.,r,q,k,.,.,r,p,p,.,.,n,p,p,p,.,.,n,b,p,.,N,.,.,B,.,p,.,.,.,.,.,.,.,P,.,B,P,.,P,.,N,.,.,.,.,P,.,P,P,.,.,P,.,.,R,.,.,Q,K,.,.,R,black,Nxg6,e7g6
.,.,r,q,k,.,.,r,p,p,.,.,.,p,p,p,.,.,n,B,p,.,n,.,.,B,.,p,.,.,.,.,.,.,.,P,.,.,P,.,P,.,N,.,.,.,.,P,.,P,P,.,.,P,.,.,R,.,.,Q,K,.,.,R,black,Qxd6,d8d6
.,.,r,.,k,.,.,r,p,p,.,.,.,p,p,p,.,.,n,q,p,.,n,.,.,B,.,p,.,.,.,.,.,.,.,P,.,.,P,.,P,.,N,.,.,.,.,P,.,P,P,Q,.,P,.,.,R,.,.,.,K,.,.,R,black,O-O,e8g8
